CID,Name,log_vp,vp
5366074,damascenone ,-1.5531673431396484,0.027979030188213364
5367706,cis-3-hexenyl benzoate ,-2.8323745727539062,0.0014710432014982799
5372174,methyl ionone-gamma ,-2.075421094894409,0.008405797145577055
5463762,violiff ,-2.0812745094299316,0.008293264000837417
5702654,trans-4-decenal ,-1.1529605388641357,0.07031362057814891
6021887,cis-3-hexenyl salicylate ,-3.9113078117370605,0.00012265695762196327
6321405,isoborneol ,-3.9113078117370605,0.00012265695762196327
6433547,ethyl linalool ,-1.2822341918945312,0.052211456448340327
6437428,geranyl cyclopentanone ,-2.0192909240722656,0.009565530833041116
6438067,isodamascone ,-1.724297046661377,0.01886700451329855
6440618,acetyl cedrene ,-3.317915916442871,0.0004809324525499318
9855795,valencene ,-3.9113078117370605,0.00012265695762196327
10857465,ambroxan ,-2.5370049476623535,0.0029039895708257756
11085796,cedryl methyl ether ,-2.7724602222442627,0.001688650518720551
13918856,cedryl acetate ,-3.9113078117370605,0.00012265695762196327
15461361,cis-3-hexenyl tiglate ,-2.191579580307007,0.006433101737594372
16063567,helvetolide ,-4.065334320068359,8.603312138887123e-05
16070752,karanal,-3.4108755588531494,0.0003882616011075783
16204527,isocyclocitral ,-3.9113078117370605,0.00012265695762196327
19871663,terpirosa ,-3.9113078117370605,0.00012265695762196327
44153588,tricyclodecenyl butyrate ,-3.2390501499176025,0.0005766998654458173
57353762,muscenone delta ,-2.689689874649048,0.0020431964500290585
