,CID,Canonical_Name,Imax,vp_exp,predicted_log_vp,vp_source,log_vp
967,112446,LEMONILE,48.0,,-0.22983728349208832,predicted,-0.22983728349208832
968,112491,METHOXY MELONAL,57.5,,-0.6526160836219788,predicted,-0.6526160836219788
969,113514,RHUBAFURAN,56.0,,-0.9738120436668396,predicted,-0.9738120436668396
970,113640,BERRYFLOR,18.0,,-2.3761515617370605,predicted,-2.3761515617370605
971,114233,MUGETANOL,35.0,,-1.9167982339859009,predicted,-1.9167982339859009
972,114454,JASMATONE,39.0,,-1.110208511352539,predicted,-1.110208511352539
973,116699,NORLIMBANOL,70.0,,-2.4385433197021484,predicted,-2.4385433197021484
974,116736,FLORAL SUPER,68.0,,-0.6904153823852539,predicted,-0.6904153823852539
975,117477,Ethyl 4-methylvalerate,78.0,,0.41948401927948,predicted,0.41948401927948
976,118111,PINO ACETALDEHYDE,36.0,,-1.028400182723999,predicted,-1.028400182723999
977,118119,JACINTHAFLOR,47.0,,-0.9829452037811279,predicted,-0.9829452037811279
978,118201,ETHYL SAFRANATE,62.0,,-1.5523993968963623,predicted,-1.5523993968963623
979,118292,KEPHALIS,50.0,,-2.9885337352752686,predicted,-2.9885337352752686
980,119674,MAGNOLAN,12.0,,-2.137747287750244,predicted,-2.137747287750244
981,119800,METHYL CYCLOGERANATE,34.0,,-1.2027212381362915,predicted,-1.2027212381362915
982,121790,ETHYL 2-ACETYLOCTANOATE,29.0,,-2.89176082611084,predicted,-2.89176082611084
983,122941,2-ETHOXY-3-METHYLPYRAZINE,92.0,,-0.28334397077560425,predicted,-0.28334397077560425
984,139743,methyl cyclohexylacetate,52.0,,-0.8385145664215088,predicted,-0.8385145664215088
985,141850,1-PHENYLETHANETHIOL,85.0,,0.15714940428733826,predicted,0.15714940428733826
986,142266,BENZYL ACETOACETATE,44.0,,-3.405792713165283,predicted,-3.405792713165283
987,156605,KHUSINIL (IFF),32.0,,-1.484600305557251,predicted,-1.484600305557251
988,157342,FRUITY CARBOXYLATE,32.0,,-1.5201634168624878,predicted,-1.5201634168624878
989,160641,POIRENATE,42.0,,-1.3216384649276733,predicted,-1.3216384649276733
990,161675,MYSORE ACETATE,12.0,,-1.7399146556854248,predicted,-1.7399146556854248
991,161676,MELOZONE,60.0,,-1.1665548086166382,predicted,-1.1665548086166382
992,161949,MADROX,35.0,,-2.4237990379333496,predicted,-2.4237990379333496
993,161960,JESSEMAL,27.0,,-2.061960458755493,predicted,-2.061960458755493
994,162027,ACETALDEHYDE ETHYL LINALYL ACETAL,42.0,,-2.231466770172119,predicted,-2.231466770172119
995,162053,OSYROL / ACSANTOL,12.0,,-1.5349366664886475,predicted,-1.5349366664886475
996,162248,DIHYDROAMBRATE,32.0,,-2.6631288528442383,predicted,-2.6631288528442383
997,162249,DIHYDRO ISOJASMONATE,19.0,,-2.9293124675750732,predicted,-2.9293124675750732
998,162309,MARITIMA,54.0,,-1.8428955078125,predicted,-1.8428955078125
999,162409,CYCLOPIDENE,48.0,,-0.5462969541549683,predicted,-0.5462969541549683
1000,162413,ISONONYL ACETATE,40.0,,-1.4324678182601929,predicted,-1.4324678182601929
1001,162452,POLYAMBROL,47.0,,-2.2390291690826416,predicted,-2.2390291690826416
1002,162481,PLICATONE,36.5,,-1.3976680040359497,predicted,-1.3976680040359497
1003,163414,GARDAMIDE,40.0,,-1.618103265762329,predicted,-1.618103265762329
1004,163588,PERANAT,44.0,,-1.6482497453689575,predicted,-1.6482497453689575
1005,163617,RHUBOFLOR,45.0,,-1.6143743991851807,predicted,-1.6143743991851807
1006,164355,FLEURANIL,38.0,,-1.3147715330123901,predicted,-1.3147715330123901
1007,164422,AMBER CORE,35.0,,-2.413914680480957,predicted,-2.413914680480957
1008,166220,BRAHMANOL (SYMRISE),27.0,,-1.515675663948059,predicted,-1.515675663948059
1009,166450,BUCCOXIME,60.0,,-1.2821860313415527,predicted,-1.2821860313415527
1010,166517,SAKURA SALICYLATE (TAKASAGO),10.0,,-3.73980712890625,predicted,-3.73980712890625
1011,166527,HYACINTH ETHER,36.0,,-1.1375327110290527,predicted,-1.1375327110290527
1012,170833,ISOPULEGOL,28.0,,-1.2009211778640747,predicted,-1.2009211778640747
1013,170977,1-DECEN-3-OL,27.0,,-1.8031214475631714,predicted,-1.8031214475631714
1014,174490,ISOBORNYL ISOBUTYRATE,25.0,,-2.0455503463745117,predicted,-2.0455503463745117
1015,175661,NECTARYL,43.0,,-2.3725929260253906,predicted,-2.3725929260253906
1016,175948,MAJANTOL,49.0,,-1.39175283908844,predicted,-1.39175283908844
1017,219672,SPICY PENTANONE,50.0,,-1.0385736227035522,predicted,-1.0385736227035522
1018,226486,"4-ALLYL-2,6-DIMETHOXYPHENOL",28.0,,-3.0577802658081055,predicted,-3.0577802658081055
1019,228583,2-FURYLACETONE,49.0,,-0.2650088369846344,predicted,-0.2650088369846344
1020,228588,2-BUTYRYLFURAN,67.0,,-0.47364914417266846,predicted,-0.47364914417266846
1021,228769,OCTYL ISOVALERATE,19.0,,-2.2610745429992676,predicted,-2.2610745429992676
1022,228987,LILIAL,44.0,,-2.3208885192871094,predicted,-2.3208885192871094
1023,229387,DECYL BUTYRATE,62.0,,-2.9161577224731445,predicted,-2.9161577224731445
1024,229888,PHENETHYL OCTANOATE,24.0,,-2.977370500564575,predicted,-2.977370500564575
1025,231325,2-VALERYLFURAN,33.0,,-0.6831246018409729,predicted,-0.6831246018409729
1026,234237,JASMONYL,38.0,,-2.960918426513672,predicted,-2.960918426513672
1027,237332,5-hydroxymethyl furfural,20.0,,-2.339571714401245,predicted,-2.339571714401245
1028,240119,LINALYL ISOVALERATE,39.0,,-3.2251334190368652,predicted,-3.2251334190368652
1029,240925,"4-METHYL-2,6-DIMETHOXYPHENOL",59.0,,-2.328070640563965,predicted,-2.328070640563965
1030,243675,Anisyl butyrate,62.0,,-2.3070478439331055,predicted,-2.3070478439331055
1031,243783,CYCLOHEXYL BUTYRATE,33.0,,-1.2343504428863525,predicted,-1.2343504428863525
1032,246728,ETHYL AMYL KETONE,48.0,2.0,0.0,experimental,0.3010299956639812
1033,249494,HYDROXYCITRONELLOL,33.0,,-2.0222771167755127,predicted,-2.0222771167755127
1034,250096,(E)-BENZYL TIGLATE,13.0,,-1.9284124374389648,predicted,-1.9284124374389648
1035,251531,PHENYL ETHYL FUROATE,25.0,,-2.9568309783935547,predicted,-2.9568309783935547
1036,254555,FRUCTALATE,45.0,,-2.589892864227295,predicted,-2.589892864227295
1037,285097,LACTOJASMONE,25.5,,-1.229643702507019,predicted,-1.229643702507019
1038,287439,CYCLOHEXYL ISOVALERATE,28.0,,-1.1975990533828735,predicted,-1.1975990533828735
1039,329983,MENTHOFURAN,64.0,,-0.9267978072166443,predicted,-0.9267978072166443
1040,439570,L-CARVONE,59.0,,-0.716519832611084,predicted,-0.716519832611084
1041,440917,D-LIMONENE,41.0,1.4251172,0.0,experimental,0.15385058169208776
1045,440967,(-)-BETA-PINENE,27.0,,0.21549800038337708,predicted,0.21549800038337708
1046,442343,(-)-ALPHA-BISABOLOL,5.0,,-2.544987201690674,predicted,-2.544987201690674
1047,442495,(R)-(+)-PULEGONE,39.0,0.123,0.0,experimental,-0.9100948885606021
1048,443157,(S)-(-)-CITRONELLAL,49.0,,-0.7908384203910828,predicted,-0.7908384203910828
1049,443158,L-LINALOOL,41.0,,-0.8191697597503662,predicted,-0.8191697597503662
1050,444294,(-)-CAMPHOR,28.0,,-0.6941672563552856,predicted,-0.6941672563552856
1051,444539,CINNAMIC ACID,28.5,,-3.175791025161743,predicted,-3.175791025161743
1052,459494,CORPS RACINE (SYMRISE),55.0,,-0.9925307631492615,predicted,-0.9925307631492615
1053,517827,CYMAL,55.0,,-2.2407376766204834,predicted,-2.2407376766204834
1054,518810,3-MERCAPTOHEXYL ACETATE,68.0,,-0.6122251152992249,predicted,-0.6122251152992249
1055,519382,DIHYDRO IONONE BETA,30.0,,-1.3544062376022339,predicted,-1.3544062376022339
1056,519539,2-SEC-BUTYLTHIAZOLE,67.0,,0.12723100185394287,predicted,0.12723100185394287
1057,519786,ISOAMYL ISOBUTYRATE,45.0,,0.32910001277923584,predicted,0.32910001277923584
1058,519845,PINEAPPLE HYDROXYHEXANOATE,47.0,,-1.217063546180725,predicted,-1.217063546180725
1059,519890,METHYL 2-METHYL VALERATE,79.0,,0.7309036254882812,predicted,0.7309036254882812
1060,520098,2-SEC-BUTYL-3-METHOXYPYRAZINE,36.0,,-0.9325978755950928,predicted,-0.9325978755950928
1061,520108,2-ACETYLTHIAZOLE,62.0,,-0.34974899888038635,predicted,-0.34974899888038635
1062,520148,PHENETHYL 2-METHYLBUTYRATE,45.0,,-1.8996751308441162,predicted,-1.8996751308441162
1063,520326,ISOAMYL 2-METHYL BUTYRATE,33.0,,-0.6587540507316589,predicted,-0.6587540507316589
1064,521238,3-OCTYL ACETATE,36.0,,-0.9600525498390198,predicted,-0.9600525498390198
1065,521246,ACETOIN ACETATE,45.0,,-0.45529618859291077,predicted,-0.45529618859291077
1066,521869,S-METHYL THIOPROPANOATE,85.0,,0.4453887641429901,predicted,0.4453887641429901
1067,522214,ISOPROPYL 2-METHYLBUTYRATE,35.5,,0.39438003301620483,predicted,0.39438003301620483
1068,522514,LIMETOL,40.0,,-0.4357611835002899,predicted,-0.4357611835002899
1069,522676,ISOAMYL NONANOATE,35.0,,-2.870248317718506,predicted,-2.870248317718506
1070,522677,ISOBUTYL ACETOACETATE,20.0,,-1.5438648462295532,predicted,-1.5438648462295532
1071,526618,2-METHYL 3-METHYL THIO FURAN,79.0,,0.5468820333480835,predicted,0.5468820333480835
1072,529481,METHYL NONANE DIONE,63.0,,-1.9662083387374878,predicted,-1.9662083387374878
1073,534634,GLOBANONE (MIXURE OF ISOMERS CYCLOHEXADEC-8-EN-1-ONE),37.5,,-2.8045947551727295,predicted,-2.8045947551727295
1074,539829,ISOBUTAVAN,52.5,,-3.4471778869628906,predicted,-3.4471778869628906
1075,551316,TETRAHYDROFURFURYL BUTYRATE,33.0,,-1.2318388223648071,predicted,-1.2318388223648071
1076,560255,ETHYL 3-METHYLPENTANOATE,70.0,,0.2693498432636261,predicted,0.2693498432636261
1077,560879,ALPHA-METHYL CINNAMYL ALCOHOL,33.0,,-1.3252283334732056,predicted,-1.3252283334732056
1078,569214,1-PHENYLETHYL ISOBUTYRATE,68.0,,-1.7687060832977295,predicted,-1.7687060832977295
1079,570574,styralyl butyrate,45.0,,-1.813892126083374,predicted,-1.813892126083374
1080,576240,2-PHENYLPROPYL ISOBUTYRATE,22.0,,-2.280564785003662,predicted,-2.280564785003662
1081,578423,TERPINYL BUTYRATE,55.0,,-2.6507952213287354,predicted,-2.6507952213287354
1082,605629,METHYL P-TERT-BUTYLPHENYLACETATE,49.0,,-2.5371415615081787,predicted,-2.5371415615081787
1083,637195,PHYTYL ACETATE,27.0,,-4.863529682159424,predicted,-4.863529682159424
1084,637563,ANETHOL,30.0,0.04087836,0.0,experimental,-1.3885065359955886
1087,637566,GERANIOL,43.0,,-1.2242945432662964,predicted,-1.2242945432662964
1088,637758,ETHYL CINNAMATE,49.5,,-1.5636308193206787,predicted,-1.5636308193206787
1089,637776,TRANS-METHY LISOEUGENOL,32.0,,-1.4998483657836914,predicted,-1.4998483657836914
1090,638011,(E)-CITRAL,65.0,,-0.10731002688407898,predicted,-0.10731002688407898
1091,638014,(E)-BETA-IONONE,19.0,0.054,0.0,experimental,-1.2676062401770316
1092,638024,PIPERINE,28.0,,-3.257972240447998,predicted,-3.257972240447998
1093,641248,trans-4-hexen-1-ol,71.0,,-0.16299931704998016,predicted,-0.16299931704998016
1094,641298,O-METHOXYCINNAMALDEHYDE,34.0,,-2.12894868850708,predicted,-2.12894868850708
1095,643731,"2,6 NONADIENAL",75.0,,-0.16810674965381622,predicted,-0.16810674965381622
1096,643941,CIS 3 HEXENAL,85.0,,1.1092077493667603,predicted,1.1092077493667603
1097,778574,ISOBUTYL CINNAMATE,37.0,,-2.713156223297119,predicted,-2.713156223297119
1098,853433,ISOEUGENOL,54.0,0.02,0.0,experimental,-1.6989700043360187
1099,929262,SCLAREOLIDE,5.0,,-3.9857752323150635,predicted,-3.9857752323150635
1100,1201518,LAEVO BORNEOL,36.0,,-1.430786371231079,predicted,-1.430786371231079
1101,1201521,(+)-FENCHONE,52.0,,-0.5796546936035156,predicted,-0.5796546936035156
1102,1201529,(1R)-(-)-MYRTENAL,43.0,,-0.785201907157898,predicted,-0.785201907157898
1103,1268142,(+)-NOOTKATONE,37.0,,-3.177985191345215,predicted,-3.177985191345215
1104,1549018,CIS JASMONE,56.0,,-0.9727153778076172,predicted,-0.9727153778076172
1105,1549025,NERYL ACETATE,17.0,,-1.7388197183609009,predicted,-1.7388197183609009
1106,1549778,GERANYL ACETONE,28.0,,-1.4569307565689087,predicted,-1.4569307565689087
1107,1549992,(+/-)-ALPHA-BISABOLOL,12.0,,-2.5527737140655518,predicted,-2.5527737140655518
1108,1550470,ETHYL SORBATE,42.0,,-0.1557600498199463,predicted,-0.1557600498199463
1109,1550846,CINNAMYL NITRILE,58.0,,-0.6872279644012451,predicted,-0.6872279644012451
1110,1712087,CIS-ROSE OXIDE,52.0,,-0.6118025183677673,predicted,-0.6118025183677673
1111,1742210,B CARYOPHYLLENE OXIDE,55.0,,-2.0429930686950684,predicted,-2.0429930686950684
1112,2733294,TRANS-2-HEXENYL ACETATE,55.0,,-0.09932432323694229,predicted,-0.09932432323694229
1113,2733977,PASSIFLORA ACETATE,41.0,,-2.325312376022339,predicted,-2.325312376022339
1114,3017432,FLOROSA,42.0,,-1.270198941230774,predicted,-1.270198941230774
1115,3017783,MELUSAT,37.5,,-0.9119659662246704,predicted,-0.9119659662246704
1116,3017923,FRUTONIL,26.0,,-0.8954331874847412,predicted,-0.8954331874847412
1117,3018907,ISO PENTYRATE,55.0,,-0.823291540145874,predicted,-0.823291540145874
1118,3019960,2-PENTYLCYCLOPENTAN-1-OL,55.0,,-1.470702052116394,predicted,-1.470702052116394
1119,3020082,ACALEA,19.0,,-2.538465738296509,predicted,-2.538465738296509
1120,3021997,PAMPLEFLEUR,34.0,,-1.7252627611160278,predicted,-1.7252627611160278
1121,3023838,2-(4-METHYL-5-THIAZOLYL)ETHYL BUTYRATE,35.0,,-1.9103615283966064,predicted,-1.9103615283966064
1122,3023839,2-(4-METHYL-5-THIAZOLYL)ETHYL HEXANOATE,40.0,,-2.2160661220550537,predicted,-2.2160661220550537
1123,3033030,CITRONELLYL NITRILE,55.0,,-0.0631147176027298,predicted,-0.0631147176027298
1124,3034267,CANTHALIDE,48.0,,-4.555727005004883,predicted,-4.555727005004883
1125,3034278,OKOUMAL,54.0,,-4.0091471672058105,predicted,-4.0091471672058105
1126,3034893,LIGUSTRAL (TRIPLAL / MA SCHIFF BASE),55.0,,-3.581514596939087,predicted,-3.581514596939087
1127,3085812,MYRALDYL ACETATE,41.0,,-3.1133360862731934,predicted,-3.1133360862731934
1128,3321360,"METHYLCYCLOHEXANE-1,2-DIONE, 3-(COFFEE DIONE)",74.0,,-1.2036808729171753,predicted,-1.2036808729171753
1129,3354132,MALTOL ISOBUTYRATE,55.0,,-3.000082492828369,predicted,-3.000082492828369
1130,3591866,AMBRETTOLIDE,55.0,,-4.1340861320495605,predicted,-4.1340861320495605
1131,3782139,CELERY KETONE,31.0,,-0.9469054937362671,predicted,-0.9469054937362671
1132,4047281,ETHYL (4-METHYLPHENOXY)ACETATE,69.0,,-2.0022778511047363,predicted,-2.0022778511047363
1133,4100752,CORPS ORANGER,33.0,,-4.571927070617676,predicted,-4.571927070617676
1134,4564493,TOFFEE FURANONE,59.0,,-1.2955894470214844,predicted,-1.2955894470214844
1135,4682590,CASSIS PENTANONE,78.0,,-0.549004316329956,predicted,-0.549004316329956
1136,5084146,VANILLYL BUTYL ETHER,26.0,,-2.660388231277466,predicted,-2.660388231277466
1137,5273464,ISOPROPYL CINNAMATE,25.0,,-2.2130112648010254,predicted,-2.2130112648010254
1138,5273465,BUTYL CINNAMATE,22.0,,-2.534296989440918,predicted,-2.534296989440918
1139,5273467,ISOAMYL CINNAMATE,29.0,,-2.7148971557617188,predicted,-2.7148971557617188
1140,5273469,BENZYL CINNAMATE,44.0,,-3.4822394847869873,predicted,-3.4822394847869873
1141,5281162,ETHYL DECADIENOATE,45.0,,-2.020965814590454,predicted,-2.020965814590454
1142,5281167,CIS-3-HEXENOL NATURAL,42.0,,-0.11607543379068375,predicted,-0.11607543379068375
1143,5281168,TRANS-2-HEXENAL,60.0,,0.8238857388496399,predicted,0.8238857388496399
1144,5281515,CARYOPHYLLENE,39.0,,-1.7974532842636108,predicted,-1.7974532842636108
1145,5281517,(E)-BETA-FARNESENE,24.0,,-2.2486536502838135,predicted,-2.2486536502838135
1146,5281520,ALPHA-HUMULENE,26.0,,-1.2662969827651978,predicted,-1.2662969827651978
1147,5281535,SINENSAL NATURAL EX ORANGE,44.0,,-3.7214162349700928,predicted,-3.7214162349700928
1148,5282108,IONONE-ALPHA,48.5,0.019,0.0,experimental,-1.7212463990471711
1152,5282110,CINNAMYL ACETATE,47.0,,-1.6698247194290161,predicted,-1.6698247194290161
1153,5282724,(E)-2-DECENOIC ACID,32.0,,-2.711729049682617,predicted,-2.711729049682617
1154,5283324,TRANS-2-OCTENAL,77.0,,-0.07282957434654236,predicted,-0.07282957434654236
1155,5283335,(E)-2-NONENAL,58.0,,-0.6973465085029602,predicted,-0.6973465085029602
1156,5283345,TRANS-2-DECENAL,60.0,,-1.1118195056915283,predicted,-1.1118195056915283
1157,5284503,TRANS-3-HEXEN-1-OL,41.0,,-0.10663735121488571,predicted,-0.10663735121488571
1158,5284507,NEROLIDOL,32.5,,-3.3677759170532227,predicted,-3.3677759170532227
1159,5315892,(E)-CINNAMYL ALCOHOL,50.0,,-1.6515227556228638,predicted,-1.6515227556228638
1160,5318042,2-HEXEN-1-OL,54.0,,-0.12601515650749207,predicted,-0.12601515650749207
1161,5324489,CIS-2-HEXEN-1-OL,80.0,,-0.10075049847364426,predicted,-0.10075049847364426
1162,5352438,CIS 3 HEXENYL BUTYRATE,60.0,,-0.8714215755462646,predicted,-0.8714215755462646
1163,5352460,TRANS-2-HEXENYL ISOVALERATE,55.0,,-1.1890594959259033,predicted,-1.1890594959259033
1164,5352461,TRANS-2-HEXENYL BUTYRATE,50.0,,-0.956501305103302,predicted,-0.956501305103302
1165,5352463,TRANS-2-HEXENYL PROPIONATE,45.0,,-0.45386531949043274,predicted,-0.45386531949043274
1166,5352539,CIS 3 HEXENYL ISOBUTYRATE,62.0,,-0.3487945795059204,predicted,-0.3487945795059204
1167,5352543,CIS 3 HEXENYL HEXENOATE,55.0,,-0.9719365835189819,predicted,-0.9719365835189819
1168,5352626,JASMINLACTONE,48.0,,-1.0298092365264893,predicted,-1.0298092365264893
1169,5352974,TRANS-2-HEXENYL VALERATE,55.0,,-1.3254673480987549,predicted,-1.3254673480987549
1170,5354238,VANILLYLIDENE ACETONE,30.0,,-3.619025230407715,predicted,-3.619025230407715
1171,5354280,PROPENYLGUAETHOL,35.0,,-2.183596611022949,predicted,-2.183596611022949
1172,5354883,CINNAMYL FORMATE,38.0,,-1.8685935735702515,predicted,-1.8685935735702515
1173,5355254,CINNAMYL BUTYRATE,34.0,,-2.1450085639953613,predicted,-2.1450085639953613
1174,5355293,ISO AMBRETTOLIDE,33.0,,-3.4753236770629883,predicted,-3.4753236770629883
1175,5355850,CINNAMYL PROPIONATE,38.0,,-1.9404115676879883,predicted,-1.9404115676879883
1176,5355853,GERANYL PROPIONATE,50.0,,-2.398078680038452,predicted,-2.398078680038452
1177,5362583,ETHYL TRANS-4-DECENOATE,28.0,,-1.1103326082229614,predicted,-1.1103326082229614
1178,5362620,CIS-4-DECENAL,68.0,,-0.651527464389801,predicted,-0.651527464389801
1179,5362622,ETHYL 3-HEXENOATE,45.0,,0.13199937343597412,predicted,0.13199937343597412
1180,5362696,"2,4-DECADIEN-1-OL",42.0,,-2.2562503814697266,predicted,-2.2562503814697266
1181,5362720,CIS 6 NONENAL,78.0,,-0.48118630051612854,predicted,-0.48118630051612854
1182,5362792,CIS 6 NONENOL,41.0,,-1.1582534313201904,predicted,-1.1582534313201904
1183,5362798,CIS 4 DECENOL,56.0,,-1.7463314533233643,predicted,-1.7463314533233643
1184,5362814,CIS-4-HEPTENAL,62.0,,0.3974851071834564,predicted,0.3974851071834564
1185,5363120,"(E,Z)-2,6-NONADIENYL ACETATE",71.0,,-1.3961079120635986,predicted,-1.3961079120635986
1186,5363203,trans-2-heptenyl acetate,39.0,,-0.5359296202659607,predicted,-0.5359296202659607
1187,5363229,3-OCTEN-2-ONE,58.0,,-0.17289422452449799,predicted,-0.17289422452449799
1188,5363233,3-DECEN-2-ONE,49.0,,-0.8668233752250671,predicted,-0.8668233752250671
1189,5363291,CIS-3-HEXENYL PYRUVATE,42.0,,-0.9664466977119446,predicted,-0.9664466977119446
1190,5363817,ALPHA-IONOL,29.0,,-1.633702039718628,predicted,-1.633702039718628
1191,5364231,CIS 3 HEXENYL LACTATE,58.0,,-2.1597113609313965,predicted,-2.1597113609313965
1192,5364399,ETHYL TRANS-2-OCTENOATE,44.0,,-1.0937336683273315,predicted,-1.0937336683273315
1193,5364519,CIS-3-OCTEN-1-OL,30.0,,-0.531309187412262,predicted,-0.531309187412262
1194,5364532,METHYL 2-OCTENOATE,58.0,,-0.5659850239753723,predicted,-0.5659850239753723
1195,5364631,CIS-3-NONEN-1-OL,45.0,,-1.1317939758300781,predicted,-1.1317939758300781
1196,5364752,trans-2-pentenal,79.0,,1.1600719690322876,predicted,1.1600719690322876
1197,5364919,CIS-2-PENTEN-1-OL,40.0,,0.21133534610271454,predicted,0.21133534610271454
1198,5364941,TRANS-2-NONEN-1-OL,63.0,,-1.4401592016220093,predicted,-1.4401592016220093
1199,5365027,CIS 2 NONENOL,37.0,,-1.4506902694702148,predicted,-1.4506902694702148
1200,5365069,CIS 3 HEXENYL METHYL BUTYRATE,47.0,,-1.252225637435913,predicted,-1.252225637435913
1201,5365587,CIS-3-HEXENYL FORMATE,60.0,,0.5957840085029602,predicted,0.5957840085029602
1202,5365589,CIS-4-HEXEN-1-OL,68.0,,-0.13243359327316284,predicted,-0.13243359327316284
1203,5365699,LIFFAROME,64.0,,-0.3963180482387543,predicted,-0.3963180482387543
1204,5365850,GERANYL VALERATE,38.0,,-3.4063827991485596,predicted,-3.4063827991485596
1205,5365891,2-OCTEN-4-ONE,90.0,,0.14012198150157928,predicted,0.14012198150157928
1206,5365910,METHYL GERANATE,39.0,,-1.2416669130325317,predicted,-1.2416669130325317
1207,5365916,DAMASCONE DELTA,45.0,,-1.3997302055358887,predicted,-1.3997302055358887
1208,5365976,ALLYL A IONONE,63.0,,-2.9067511558532715,predicted,-2.9067511558532715
1209,5365982,NERYL PROPIONATE,34.0,,-2.2336437702178955,predicted,-2.2336437702178955
1210,5365991,NERYL ISOBUTYRATE,41.0,,-2.8064939975738525,predicted,-2.8064939975738525
1211,5365992,GERANYL CAPROATE,14.0,,-3.717176914215088,predicted,-3.717176914215088
1212,5366074,DAMASCENONE TOTAL,43.0,,-1.5968886613845825,predicted,-1.5968886613845825
1213,5366077,(E)-ALPHA-DAMASCONE,51.0,,-1.190860390663147,predicted,-1.190860390663147
1214,5366155,ISO AMYL ANGELATE,57.0,,-0.629497766494751,predicted,-0.629497766494751
1215,5366352,LEAF ALCOHOL (ETHYL) ACETAL,32.0,,-0.43971410393714905,predicted,-0.43971410393714905
1216,5367536,CIS-4-HEPTEN-1-OL,36.0,,-0.47235485911369324,predicted,-0.47235485911369324
1217,5367681,CIS-3-HEXENYL 3-METHYLBUTANOATE,39.0,,-1.15103280544281,predicted,-1.15103280544281
1218,5367682,CIS-3-HEXENYL VALERATE,52.0,,-1.3219590187072754,predicted,-1.3219590187072754
1219,5367698,CIS 3 HEXENYL PHENYL ACETATE,50.0,,-2.6416540145874023,predicted,-2.6416540145874023
1220,5367785,GERANYL TIGLATE,34.0,,-3.5856151580810547,predicted,-3.5856151580810547
1221,5367807,ISOBUTYL ANGELATE,56.0,,-0.49871933460235596,predicted,-0.49871933460235596
1222,5368821,ALLO OCIMENE,43.5,,0.027584055438637733,predicted,0.027584055438637733
1223,5369459,PHENETHYL CINNAMATE,30.0,,-3.586035966873169,predicted,-3.586035966873169
1224,5369997,BORONAL,38.0,,-1.773959755897522,predicted,-1.773959755897522
1225,5370602,5-METHYL-2-PHENYL-2-HEXENAL COCAL,75.0,,-2.1381494998931885,predicted,-2.1381494998931885
1226,5371002,ALPHA-IRONE,40.0,,-1.982308268547058,predicted,-1.982308268547058
1227,5371084,N-METHYL IONONE,45.66666666666666,,-1.695176601409912,predicted,-1.695176601409912
1228,5371802,E-3-(P-TOLYL)ACRYLALDEHYDE,36.0,,-0.9877050518989563,predicted,-0.9877050518989563
1229,5372174,GAMMA METHYL IONONE,40.0,,-1.7034106254577637,predicted,-1.7034106254577637
1230,5372195,BETA-ISOMETHYLIONONE,21.0,,-1.5539851188659668,predicted,-1.5539851188659668
1231,5372813,A-METHYL CINNAMALDEHYDE,41.0,,-0.887326717376709,predicted,-0.887326717376709
1232,5374527,DAMASCONE B,58.0,,-1.404244065284729,predicted,-1.404244065284729
1233,5375215,IRONE V,25.0,,-1.641464352607727,predicted,-1.641464352607727
1234,5375218,BETA-METHYLIONONE,35.0,,-1.498054027557373,predicted,-1.498054027557373
1235,5463791,ROSAPHEN (SYMRISE),40.0,,-1.7021430730819702,predicted,-1.7021430730819702
1236,5463840,BENZALDEHYDE GLYCERYL,20.0,,-4.204644203186035,predicted,-4.204644203186035
1237,5463855,FRUITALEUR,59.0,,-0.006534119136631489,predicted,-0.006534119136631489
1238,5463911,HYDROXY CITRONELLAL DIETHYL ACETAL,15.0,,-3.550872325897217,predicted,-3.550872325897217
1239,5702654,DECENAL,70.0,,-0.851419985294342,predicted,-0.851419985294342
1240,6112709,OCIMENYL ACETATE,45.0,,-2.3746397495269775,predicted,-2.3746397495269775
1241,6422476,1-(CYCLOPROPYLMETHYL)-4-METHOXYBENZENE,30.0,,-1.0771490335464478,predicted,-1.0771490335464478
1242,6430180,TANGERINAL 94%,68.0,,-1.2251386642456055,predicted,-1.2251386642456055
1243,6431148,ALDEHYDE SUPRA,59.0,,-0.9460213780403137,predicted,-0.9460213780403137
1244,6433089,VIOLETTYNE MIP (FIRMENICH),35.0,,-1.0380544662475586,predicted,-1.0380544662475586
1245,6433547,ETHYL LINALOOL,38.0,,-1.2373290061950684,predicted,-1.2373290061950684
1246,6435882,CIS 3 HEXENYL CIS 3 HEXENOATE,65.0,,-1.467749834060669,predicted,-1.467749834060669
1247,6437266,EBANOL,24.0,,-1.8175944089889526,predicted,-1.8175944089889526
1248,6437428,APRITONE,45.0,,-2.3269739151000977,predicted,-2.3269739151000977
1249,6438067,ISODAMASCONE,37.0,,-1.2738888263702393,predicted,-1.2738888263702393
1250,6438070,JASMIN LACTONE BB,52.0,,-0.860041618347168,predicted,-0.860041618347168
1251,6438193,2-NONENENITRILE,82.0,,-0.6462932229042053,predicted,-0.6462932229042053
1252,6438195,SANDALMYSORE,28.0,,-1.5168125629425049,predicted,-1.5168125629425049
1253,6438196,BAGDANOL,44.0,,-1.7064272165298462,predicted,-1.7064272165298462
1254,6438291,DUPICAL,48.5,,-1.4051907062530518,predicted,-1.4051907062530518
1255,6438319,JASMALACTONE,60.0,,-1.2313426733016968,predicted,-1.2313426733016968
1256,6440618,ACETYLCEDRENE,40.0,,-3.7426464557647705,predicted,-3.7426464557647705
1257,6440993,FRUTINATE,34.0,,-0.9030321836471558,predicted,-0.9030321836471558
